Sno,Customer_ID,Product_ID,Return_Type,Amount,Difference_in_days,Rating
2793,9238042,X-1254,0,239,1,4.5
2794,9237489,X1143NL01,0,238,0,3.4
2795,9238952,XDD-7014,1,330,2,2.9
2796,9237139,X-2231,1,559,2,3.5
2797,9236437,X-2263,0,299,1,2.4
2798,9239165,X-6013,1,229,1,2.6
2799,9239994,XDD-7097,1,336,2,2
2800,9238381,XDD-7072,0,227,2,4.7
2801,9236742,X3529WWB,0,486,1,4.5
2802,9239291,XDD-7049,0,238,1,4.5
2803,9236231,X-6021,1,217,1,2.5
2804,9236955,X-6012,1,559,2,2.3
2805,9237631,X-2293,1,454,2,3.5
2806,9236507,X2241SL02,0,238,1,4.8
2807,9237908,XDD-7009,1,589,1,2.8
2808,9236221,X-2257,1,229,2,4.1
2809,9238739,XDD-7071,0,238,0,2.2
2810,9237234,X-2276,1,454,2,2.5
2811,9236829,X3501WWB,0,239,1,2
2812,9236855,X-2270,1,239,0,3.5
2813,9237129,X0505SG,0,298,0,3.5
2814,9236599,XDD-7013,0,338,0,2.4
2815,9238910,HMTG-TT9018,0,239,1,3.7
2816,9237191,X2251,0,239,2,1.6
2817,9236765,X-6015,1,238,1,1.8
2818,9236867,X-2276,0,239,1,2.5
2819,9239938,HMTS-B9023,0,238,1,3.6
2820,9238394,XDD-1002,0,398,0,4.1
2821,9239447,X-B6002,1,236,1,4.5
2822,9238283,X-2273,1,238,3,1.7
2823,9238638,X-6023,1,298,1,4.3
2824,9237782,X-6025,1,239,1,2
2825,9237535,C035,1,238,2,1.9
2826,9238634,HM-GB9006,1,270,0,3.8
2827,9238303,C001,1,589,1,3.9
2828,9239884,XDD-7078,1,238,1,4.6
2829,9239806,XDD-7034,0,239,2,4.7
2830,9236457,X-1165SL01,1,330,1,1.7
2831,9236933,XDD-8019,0,238,1,4.1
2832,9236068,X-2262,1,299,2,2.2
2833,9237717,C023,0,299,1,2.6
2834,9238415,X2251,1,239,1,1.6
2835,9238161,X-6009,1,239,0,4.7
2836,9238441,XDD-7032,0,230,1,2.5
2837,9237735,C016,0,489,1,4.3
2838,9239262,XDD-7038,1,330,1,1.9
2839,9239169,XDD-7071,0,238,1,2.2
2840,9239010,X-6015,1,0,0,1.8
2841,9236741,X-1201,1,239,1,4.4
2842,9237329,X-6013,0,489,1,2.6
2843,9237790,XDD-7045,1,238,0,1.8
2844,9239610,XDD-7059,0,239,2,1.9
2845,9236442,X1143NL01,0,238,0,3.4
2846,9238827,X-6026,0,239,1,1.6
2847,9236429,X-2264,1,515,4,4.1
2848,9236225,X-7058,1,239,1,1.7
2849,9239313,XDD-7044,1,239,1,2.8
2850,9237163,X1174MS-White,1,319,2,4.5
2851,9236001,XDD-7062,1,289,1,4.5
2852,9236059,X3501WWB,0,338,1,2
2853,9237326,X-1252,1,238,5,3.5
2854,9239307,X1152KL01,0,239,0,4.5
2855,9238937,X2114SM01,0,239,2,2.2
2856,9236050,C013,0,338,1,2.5
2857,9236617,HM-GS9005,0,237,6,4.7
2858,9236506,XDD-7072,0,238,1,4.7
2859,9238882,XDD-7059,0,324,42,1.9
2860,9238237,HMTS-S9020,0,288,1,3.6
2861,9237715,HMTS-S9020,0,238,1,3.6
2862,9239165,X1145MS-White,1,349,1,3.2
2863,9236835,XDD-7078,0,299,1,4.6
2864,9238084,C002,1,338,1,3.8
2865,9237941,XDD-1020,0,238,0,3.8
2866,9238465,X-6007,0,298,0,4.8
2867,9238122,OX2004SL01,0,259,1,4.7
2868,9236353,X-1253,0,309,0,3.4
2869,9237929,X-2263,0,338,1,2.4
2870,9238372,X0501SG,0,238,1,4.6
2871,9239845,X2228SM06,0,319,1,3.7
2872,9236887,C026,0,229,0,3.6
2873,9239478,X-6055,0,299,0,2.5
2874,9239586,C039,0,198,1,1.8
2875,9239018,XDD-7061,1,478,1,1.9
2876,9238412,X-1116SL01,1,238,0,2.7
2877,9236816,X-2269,0,319,0,4.1
2878,9237634,X-2292,1,230,0,4.3
2879,9236725,X1158MS-Black,1,238,2,4.2
2880,9237816,XDD-7019,0,349,0,4.2
2881,9239714,X3503WWS,0,298,1,4.3
2882,9238709,X0505SG,1,236,1,3.5
2883,9238036,X2241SL02,1,515,1,4.8
2884,9239195,HM-GG9010,0,239,1,1.7
2885,9237633,X-7060,0,188,1,3.1
2886,9237790,XDD-7068,1,239,0,2.2
2887,9239233,C002,0,299,0,3.8
2888,9236360,C025,0,239,2,3.9
2889,9236110,X-2280,0,289,0,3
2890,9237450,X-7058,1,239,1,1.7
2891,9237182,X-1254,0,239,0,4.5
2892,9237593,X-1165SL01,1,339,1,1.7
2893,9239410,C003,0,238,1,4.7
2894,9236762,X3528WWB,1,239,0,2.8
2895,9238709,X-B6002,0,289,0,4.5
2896,9239470,C021,1,478,2,2.4
2897,9237510,X1170MS-Black,0,289,0,3.3
2898,9237075,X1115MS-White,1,239,2,2.8
2899,9238176,X-3007,1,298,1,2.6
2900,9236859,HM-GG9004,0,639,1,3.6
2901,9239199,X-2231,1,298,1,3.5
2902,9238919,X1165KL01,1,236,1,4.8
2903,9239166,HM-GG9012,0,239,1,3.1
2904,9239761,XDD-7009,1,592,2,2.8
2905,9236403,X3503WWS,1,239,2,4.3
2906,9239724,C026,0,298,1,3.6
2907,9239390,X-2266,0,420,1,2.8
2908,9238385,XDD-7052,1,239,0,2
2909,9237432,HM-GG9501,1,0,0,4.3
2910,9239965,XDD-7018,1,329,0,2.1
2911,9237970,XDD-7092,0,239,0,2.2
2912,9237086,X-2265,1,239,1,3.7
2913,9236680,X1173MS-Black,1,392,2,1.7
2914,9237232,X-1116SL01,0,479,1,2.7
2915,9239681,X2251,0,239,1,1.6
2916,9239009,X-6011,0,295,0,3.5
2917,9239268,XDD-7041,0,289,2,4.1
2918,9236302,XDD-7080,1,238,1,4
2919,9237826,C001,0,198,0,3.9
2920,9239054,X-2293,0,238,1,3.5
2921,9239369,X-2291,0,479,1,1.9
2922,9236267,X-2280,0,249,0,3
2923,9236992,X-2283,0,289,0,1.7
2924,9236057,X-2265,1,289,1,3.7
2925,9238024,X-9001,0,239,0,1.9
2926,9236287,HM-SB9003,0,295,1,1.7
2927,9237910,X11162116SL01,0,219,1,3.1
2928,9238400,HMTS-S9021,1,285,1,2.7
2929,9236641,XM3,0,238,0,3.3
2930,9238767,X1158SL01,0,529,1,4.2
2931,9237863,HMTS-B9022,1,219,1,2.9
2932,9238566,HM-GG9008,0,238,1,2
2933,9236134,X-1165SL01,0,238,1,1.7
2934,9236397,C044,1,219,0,2.4
2935,9238559,C015,0,238,1,2.5
2936,9237002,X-1165SL01,0,238,1,1.7
2937,9237718,HMTG-TT9018,1,236,1,3.7
2938,9236708,X-3001,1,239,1,4.3
2939,9237004,X-1200,0,289,0,3.1
2940,9238322,X3526WWB,0,238,1,2.1
2941,9239976,X-6055,1,239,0,2.5
2942,9238867,X3516WW,0,295,1,2.4
2943,9238298,XDD-7052,0,476,0,2
2944,9239226,X-6015,1,0,0,1.8
2945,9237451,X3502WBS,1,239,1,3.4
2946,9236008,X-2267,1,289,0,2.1
2947,9238063,C012,0,228,0,2.5
2948,9237630,X-6012,0,238,1,2.3
2949,9236348,X-6008,0,236,1,4.4
2950,9239689,X11152116ML21,0,289,1,4
2951,9236086,XDD-7097,0,239,1,2
2952,9238184,HM-GG9007,1,239,1,4.6
2953,9236186,C034,0,226,1,2.3
2954,9237326,X1162KL01,1,476,1,4.6
2955,9237042,C035,1,238,0,1.9
2956,9238240,X-7058,0,295,1,1.7
2957,9238971,C043,1,299,1,3.2
2958,9237857,X2251,1,680,5,1.6
2959,9237404,X-6002,0,299,0,2.8
2960,9239178,C014,1,239,1,3
2961,9236148,X3516WW,1,289,1,2.4
2962,9238561,XDD-7067,1,236,0,1.5
2963,9238016,XDD-7069,0,239,1,2.2
2964,9239342,HMTG-TT9009,0,339,0,3.5
2965,9238528,C011,0,198,0,3.9
2966,9238267,C043,1,289,1,3.2
2967,9236025,X3532WWB,0,340,1,1.7
2968,9239970,X-1116SL01,1,279,0,2.7
2969,9238460,XDD-7056,1,238,0,3.3
2970,9237138,C021,1,289,2,2.4
2971,9236203,X6007,1,239,1,1.9
2972,9236835,X-2273,0,419,1,1.7
2973,9236188,C026,0,219,0,3.6
2974,9238148,HM-SB9003,1,198,1,1.7
2975,9238900,X6001,1,0,0,2.9
2976,9238148,C024,1,680,0,2.4
2977,9238713,X-6013,1,238,1,2.6
2978,9238539,XDD-7012,1,324,1,2.9
2979,9239183,X-2282,1,289,1,1.8
2980,9236913,X0501SG,1,238,1,4.6
2981,9238588,X-5502,0,299,0,2.9
2982,9238669,HM-GG9010,1,238,1,1.7
2983,9238324,C021,1,289,1,2.4
2984,9236726,X-2264,0,239,0,4.1
2985,9237429,OXDD1526,0,279,1,1.7
2986,9237498,XDD-7092,0,255,1,2.2
2987,9237048,X-6023,0,340,1,4.3
2988,9237009,C018,1,289,1,4.4
2989,9238545,X11152116ML21,0,279,1,4
2990,9238100,X-B6002,1,239,0,4.5
2991,9236382,C013,1,198,2,2.5
2992,9239552,X-2273,0,299,1,1.7
2993,9236879,X2116SL01,1,198,1,4.3
2994,9238594,C032,0,295,1,2
2995,9237676,X-1203,0,340,1,2.6
2996,9238525,X-6006,1,237,1,1.5
2997,9239610,X0502SG,0,239,0,3.9
2998,9238282,XM3,1,289,1,3.3
2999,9236986,XDD-7001,0,289,0,2.5
3000,9238720,X1115SM02,0,236,0,3.5
3001,9237567,X-6054,0,516,1,4.7
3002,9236837,C018,0,238,0,4.4
3003,9236444,XM3,0,239,0,3.3
3004,9236897,X-7004,0,196,1,4
3005,9238455,X-6023,1,238,0,4.3
3006,9239967,XDD-7068,0,289,0,2.2
3007,9236297,X1174MS-White,0,236,0,4.5
3008,9238132,X-2294,1,0,0,1.7
3009,9238141,X2114SM01,1,259,0,2.2
3010,9237796,XDD-7007,1,238,1,3.4
3011,9239238,XDD-7036,1,578,0,2.6
3012,9237255,X-6003,1,238,0,4.6
3013,9238907,X1191,1,340,0,2.9
3014,9238308,HM-GG9007,0,290,1,4.6
3015,9236863,XDD-7084,0,289,0,1.6
3016,9238161,XDD-7002,1,289,1,4.2
3017,9236704,X1193,0,236,1,1.9
3018,9239366,XDD-7014,0,238,0,2.9
3019,9236368,X1184MS-Black,0,239,0,2.9
3020,9239603,XDD-7004,1,289,0,4.1
3021,9236073,XDD-7032,1,238,1,2.5
3022,9238377,X1182MS-Black,0,238,0,3.6
3023,9237028,X-2288,0,238,1,2.3
3024,9239543,X-6011,1,239,0,3.5
3025,9238444,X-9001,0,285,0,1.9
3026,9237494,X-2276,0,289,1,2.5
3027,9236891,C025,1,0,0,3.9
3028,9238244,C033,0,289,1,4.1
3029,9236137,C001,0,238,1,3.9
3030,9237369,X-2285,0,290,1,3.6
3031,9237693,X-1165SL01,1,289,0,1.7
3032,9239073,X1191,0,300,0,2.9
3033,9236429,X-1200,0,238,0,3.1
3034,9238047,X-6008,1,0,0,4.4
3035,9238771,XDD-7017,0,238,6,1.8
3036,9237879,HM-GG9007,1,505,0,4.6
3037,9239837,X-6033,1,289,0,3.1
3038,9236137,XDD-8006,0,238,0,4
3039,9236362,X2116SL01,0,290,1,4.3
3040,9239550,X-2258,1,237,1,2.2
3041,9237094,XDD-1003,0,238,1,3.8
3042,9236950,HM-SB9001,1,476,0,2.6
3043,9239584,X-1253,0,198,1,3.4
3044,9239168,C012,0,238,1,2.5
3045,9237148,XDD-7069,1,589,1,2.2
3046,9237114,X-7058,0,238,1,1.7
3047,9236071,C020,0,239,0,4.3
3048,9239623,X6007,0,265,0,1.9
3049,9236416,X0139_C,1,305,0,2.3
3050,9237106,XDD-7070,1,578,0,1.6
3051,9238515,XDD-1020,1,238,1,3.8
3052,9236076,X-9001,0,300,1,1.9
3053,9236266,X-2280,1,238,1,3
3054,9237598,X-3004,1,238,1,4.4
3055,9236043,C035,1,305,6,1.9
3056,9236009,C028,0,680,1,3.9
3057,9239090,X-6007,1,238,1,4.8
3058,9236547,HM-GG9007,0,299,0,4.6
3059,9236356,C015,1,220,1,2.5
3060,9238161,XM3,1,238,1,3.3
3061,9237464,X1191,1,238,0,2.9
3062,9236944,X-6022,0,289,0,3.8
3063,9236768,X-2276,1,0,0,2.5
3064,9238720,X11142114SM01,0,289,0,2.5
3065,9238262,X-1254,0,340,1,4.5
3066,9237896,X0522BSG,0,238,1,2.1
3067,9237212,X-7058,1,0,0,1.7
3068,9237239,HM-GG9013,0,0,0,3.8
3069,9236940,X-2261,0,290,1,4.5
3070,9236816,XDD-7056,0,0,0,3.3
3071,9237432,XDD-7036,1,476,0,2.6
3072,9239805,X11142114SM01,0,219,0,2.5
3073,9236779,C002,1,238,0,3.8
3074,9238697,X1162KL01,0,238,1,4.6
3075,9237525,XDD-7066,0,238,0,2.9
3076,9239674,XDD-7013,0,236,0,2.4
3077,9237084,C028,0,289,0,3.9
3078,9237553,X1158SL01,1,0,0,4.2
3079,9239878,XB-2262,1,315,1,3.8
3080,9236107,OX2003SM01,0,340,0,2.9
3081,9237150,X2114SM01,0,295,1,2.2
3082,9237632,X-2288,0,238,1,2.3
3083,9236351,C040,0,340,0,4.5
3084,9239072,X-6024,1,0,0,4.6
3085,9237627,C030,0,340,0,4.7
3086,9239869,C013,0,238,2,2.5
3087,9239755,X-3006,0,238,1,2.8
3088,9237226,X1158SL01,1,238,2,4.2
3089,9239237,HMTG-TT9009,0,290,2,3.5
3090,9237131,X-6008,1,0,0,4.4
3091,9236708,X1170MS-Black,1,476,2,3.3
3092,9238911,X1190,1,289,1,2.7
3093,9236663,C037,0,290,0,2.6
3094,9237487,XDD-7004,1,290,1,4.1
3095,9239132,X-1116SL01,1,0,0,2.7
3096,9238457,X-2292,0,239,0,4.3
3097,9237443,X-1203,0,290,1,2.6
3098,9238295,X-6018,1,340,1,4.5
3099,9239307,XDD-7048,1,198,1,2.9
3100,9239757,X3525WWB,1,295,1,4.6
3101,9237691,X-6033,1,295,1,3.1
3102,9237221,XB-2262,0,198,1,3.8
3103,9238113,X-2270,0,290,1,3.5
3104,9238121,X-6016,0,238,1,1.5
3105,9239913,HM-GG9013,1,250,2,3.8
3106,9238350,XDD-7062,1,238,3,4.5
3107,9236770,X-6004,0,238,2,4.6
3108,9238467,X1190,0,228,0,2.7
3109,9237528,X1158MS-Black,0,419,2,4.2
3110,9239548,X-2264,0,236,0,4.1
3111,9237870,X-7058,0,325,0,1.7
3112,9238786,HMTG-TT9018,0,295,1,3.7
3113,9239074,X-6005,1,239,1,2.2
3114,9239761,X-6033,0,295,9,3.1
3115,9238199,XDD-7092,0,236,2,2.2
3116,9238261,XDD-7050,1,340,1,3.2
3117,9239926,X-2262,1,236,1,2.2
3118,9236723,HMTG-TT9018,1,238,0,3.7
3119,9236060,C017,0,196,1,2.3
3120,9236521,X-1253,1,238,2,3.4
3121,9237533,X1182MS-Black,1,299,1,3.6
3122,9237238,C001,0,238,1,3.9
3123,9239312,HM-GG9012,1,292,1,3.1
3124,9237832,XDD-7044,0,0,0,2.8
3125,9236521,XDD-7041,1,238,1,4.1
3126,9239963,XM3,0,198,1,3.3
3127,9237079,HM-SB9001,0,238,0,2.6
3128,9236786,X1114SM01,1,250,2,3.7
3129,9239939,X11442441L12,0,295,2,4.3
3130,9237163,XDD-7017,1,324,1,1.8
3131,9237682,XDD-7005,0,238,1,2
3132,9236239,X-6033,1,0,0,3.1
3133,9238256,X2229SM03,0,236,1,4
3134,9237107,X-1144KL01,1,354,35,2
3135,9238274,X-1201,0,238,1,4.4
3136,9238018,OXDD1526,1,238,1,1.7
3137,9238102,XBB-6016,0,290,1,4.7
3138,9239011,X-2293,1,295,2,3.5
3139,9237668,XDD-7045,0,340,1,1.8
3140,9237347,X-6017,0,239,1,1.5
3141,9239940,XDD-1005,1,292,1,2.5
3142,9236876,X3512WW,0,292,1,2.2
3143,9239400,X2251,0,319,1,1.6
3144,9236035,X-2286,0,292,2,4.4
3145,9236303,X-1144KL01,1,319,2,2
3146,9238223,XDD-7020,1,292,2,3.5
3147,9239856,X-6008,1,295,2,4.4
3148,9237458,X1198,0,238,1,3.6
3149,9239035,X3526WWB,0,515,1,2.1
3150,9237539,XDD-7050,0,270,1,3.2
3151,9236287,C019,0,292,2,3.7
3152,9237046,X-6015,0,319,0,1.8
3153,9236201,XDD-7036,1,476,1,2.6
3154,9238310,OX2004SL01,0,300,0,4.7
3155,9236651,X-2289,0,299,1,2.1
3156,9237642,XDD-7078,0,290,0,4.6
3157,9236407,X1162KL01,0,246,0,4.6
3158,9237680,X1114SM01,1,198,1,3.7
3159,9238481,X-6054,0,299,2,4.7
3160,9239590,XDD-7039,0,289,2,2.1
3161,9239659,X0182CWWB,1,282,1,2.6
3162,9239713,X3527WWB,0,259,1,3.4
3163,9236416,XXM2,0,238,0,2.4
3164,9239087,X165-2116-158SL01,0,0,0,1.7
3165,9238890,X-2281,0,239,0,1.7
3166,9237532,X-7053,1,239,1,3.2
3167,9239629,X-2282,1,320,1,1.8
3168,9239154,X-7003,0,238,0,3.7
3169,9237091,X1192,0,292,0,1.9
3170,9238678,XB-2231,0,238,0,4
3171,9239270,X-2282,0,295,1,1.8
3172,9238677,X-7058,1,238,1,1.7
3173,9238372,X-7060,1,220,1,3.1
3174,9238830,X-2289,0,299,1,2.1
3175,9237761,X-6007,0,236,1,4.8
3176,9239981,X11442441L12,0,425,0,4.3
3177,9238023,XDD-7048,0,238,0,2.9
3178,9237500,X-6055,0,345,0,2.5
3179,9236871,X-3006,0,238,1,2.8
3180,9236333,C020,1,0,0,4.3
3181,9237626,XDD-7018,1,238,1,2.1
3182,9239107,XBB-6016,0,340,1,4.7
3183,9237988,C013,0,319,0,2.5
3184,9236617,C043,0,238,1,3.2
3185,9238572,X-6014,1,719,0,1.9
3186,9238075,HM-GB9006,0,238,0,3.8
3187,9239047,X1152MS-Black,0,292,1,1.5
3188,9237603,X-6033,1,239,1,3.1
3189,9238074,HM-GG9004,0,238,1,3.6
3190,9239758,X1184MS-Black,0,345,1,2.9
3191,9239729,XDD-7017,0,238,1,1.8
3192,9238625,X-3008,1,238,1,1.6
3193,9236290,XDD-7016,0,315,1,3.7
3194,9237670,X-3005,0,300,1,1.9
3195,9238098,HM-GG9012,0,238,0,3.1
3196,9238407,XDD-7016,0,345,0,3.7
3197,9236924,XDD-7068,0,238,1,2.2
3198,9237075,XDD-7087,0,292,1,3.4
3199,9236460,XDD-7070,0,238,0,1.6
3200,9239069,X-1202,0,210,2,4.7
3201,9236216,XDD-1014,1,345,1,4.6
3202,9236497,XDD-7014,1,292,1,2.9
3203,9239774,HMTS-B9022,1,319,0,2.9
3204,9239037,X-3003,1,0,0,4.7
3205,9237485,XDD-1012,0,340,1,2.4
3206,9239120,XDD-7008,0,279,1,2.5
3207,9238388,X-1254,0,238,1,4.5
3208,9239867,X-2288,0,345,1,2.3
3209,9236567,X-6007,1,238,1,4.8
3210,9237676,X-2280,0,345,0,3
3211,9237186,C024,0,1168,1,2.4
3212,9239142,HM-GG9007,0,292,0,4.6
3213,9238643,HM-GB9006,0,238,1,3.8
3214,9239143,C012,0,238,0,2.5
3215,9237806,X-2261,0,299,0,4.5
3216,9236908,X-9001,1,275,0,1.9
3217,9239707,HM-SB9001,1,238,1,2.6
3218,9237549,C041,0,295,1,2.6
3219,9236327,X1162KL01,0,315,1,4.6
3220,9239991,XDD-7094,1,238,1,2.7
3221,9239311,X3516WW,0,235,2,2.4
3222,9236343,XDD-7020,0,292,0,3.5
3223,9239779,XDD-7080,0,345,0,4
3224,9236035,XDD-7034,1,425,0,4.7
3225,9237774,C003,1,235,1,4.7
3226,9239628,X-2288,0,238,1,2.3
3227,9236494,X3529WWB,0,238,1,4.5
3228,9238222,C034,0,199,1,2.3
3229,9238388,X-2282,0,340,2,1.8
3230,9236773,X-2261,0,300,2,4.5
3231,9239222,X-2278,0,476,0,4.6
3232,9239506,HM-GB9006,0,0,0,3.8
3233,9238394,C002,1,238,1,3.8
3234,9239413,X1162KL01,1,238,2,4.6
3235,9238671,XDD-1005,0,725,2,2.5
3236,9239782,X-7047,0,300,2,2.6
3237,9238079,X1162KL01,0,238,2,4.6
3238,9239512,XDD-7044,1,299,1,2.8
3239,9239201,C003,1,295,1,4.7
3240,9238373,X-6003,1,340,2,4.6
3241,9238851,X2228SM06,0,295,1,3.7
3242,9236878,X1165KL01,0,228,1,4.8
3243,9236563,X-6012,0,275,2,2.3
3244,9239460,X2116SL01,0,340,1,4.3
3245,9237836,X-6014,1,238,0,1.9
3246,9237630,OXDD1526,1,289,1,1.7
3247,9238169,XDD-7018,1,238,2,2.1
3248,9237498,HMTS-S9021,0,290,1,2.7
3249,9237337,XDD-7004,1,290,2,4.1
3250,9239660,HM-GG9007,1,238,2,4.6
3251,9238068,XDD-7051,1,238,0,3.7
3252,9236704,C013,0,238,2,2.5
3253,9238310,X0525BSG,0,489,2,4.8
3254,9239785,X-1165SL01,1,239,1,1.7
3255,9236268,XDD-7044,0,210,0,2.8
3256,9237612,HM-GG9501,0,238,0,4.3
3257,9237095,XDD-7050,1,238,1,3.2
3258,9238078,XDD-7062,0,228,2,4.5
3259,9239343,X-6018,0,299,2,4.5
3260,9238204,X-6017,0,275,0,1.5
3261,9236225,C014,0,330,0,3
3262,9236642,X-2293,1,238,1,3.5
3263,9236083,XDD-7004,0,0,0,4.1
3264,9236859,XDD-7048,0,299,1,2.9
3265,9237376,X1198,0,238,0,3.6
3266,9239543,X0502SG,1,295,1,3.9
3267,9239919,XDD-7046,0,535,1,3.7
3268,9236836,XDD-7016,1,238,2,3.7
3269,9238695,X1158SL01,0,238,0,4.2
3270,9237877,X-1135,0,238,4,2.3
3271,9238592,XDD-7044,0,279,1,2.8
3272,9239512,XDD-7039,1,345,1,2.1
3273,9237955,X2228SM06,0,315,1,3.7
3274,9237912,X-6053,0,238,2,3
3275,9236463,XDD-7041,0,320,0,4.1
3276,9239695,X-2289,0,725,1,2.1
3277,9236574,X-2265,0,228,0,3.7
3278,9239097,XDD-7062,1,238,0,4.5
3279,9239172,XDD-7013,1,238,2,2.4
3280,9236395,C040,0,238,1,4.5
3281,9238276,XDD-7009,0,295,1,2.8
3282,9239550,XDD-7084,0,238,1,1.6
3283,9239743,X-6015,0,238,2,1.8
3284,9238467,X3528WWB,1,295,1,2.8
3285,9238057,C019,1,275,1,3.7
3286,9237596,XDD-7061,1,295,1,1.9
3287,9239488,X3532WWB,0,228,1,1.7
3288,9237142,XDD-7087,1,315,1,3.4
3289,9239775,X1176MS-Black,1,295,1,2.6
3290,9237749,XDD-7059,1,238,1,1.9
3291,9239615,X1114SM01,1,294,2,3.7
3292,9236448,XDD-7072,0,198,0,4.7
3293,9239751,X-2258,1,238,1,2.2
3294,9239926,HM-GG9012,1,300,1,3.1
3295,9238591,XDD-7020,0,238,1,3.5
3296,9237392,HM-SB9001,0,235,1,2.6
3297,9237068,X3501WWB,1,315,1,2
3298,9239813,HM-GG9501,0,340,0,4.3
3299,9238387,C040,1,340,1,4.5
3300,9236595,C011,0,295,1,3.9
3301,9238024,X-3001,0,300,1,4.3
3302,9236219,X1193,0,238,1,1.9
3303,9239172,X-6021,0,343,1,2.5
3304,9238840,XDD-7013,1,350,1,2.4
3305,9239355,X-6033,0,238,1,3.1
3306,9236545,X0504SG,0,238,0,2.3
3307,9237147,XDD-7033,1,238,0,3
3308,9237071,XDD-7066,0,346,1,2.9
3309,9239830,X-6053,1,238,1,3
3310,9238728,XDD-1007,0,275,1,2.3
3311,9237685,XDD-7041,0,333,1,4.1
3312,9237371,X0182CWWS,1,238,1,3
3313,9238266,X-2265,1,0,0,3.7
3314,9239032,XDD-7013,0,269,0,2.4
3315,9237685,C011,0,238,1,3.9
3316,9236781,X0525BSG,0,333,0,4.8
3317,9237004,HM-GG9012,0,310,1,3.1
3318,9236861,XDD-1020,0,525,1,3.8
3319,9238824,C041,0,575,1,2.6
3320,9237000,X0505SG,0,239,0,3.5
3321,9238845,X-6012,0,200,1,2.3
3322,9237340,X2212SM01,0,239,1,3.6
3323,9238890,X0139_C,0,238,1,2.3
3324,9236667,XDD-1014,0,275,1,4.6
3325,9239562,X3516WW,1,228,1,2.4
3326,9236248,XDD-7002,1,476,1,4.2
3327,9236438,X-6002,0,343,0,2.8
3328,9236754,C015,0,456,0,2.5
3329,9239003,X-2282,0,343,0,1.8
3330,9238592,X1190,0,265,0,2.7
3331,9238847,X-6033,0,330,2,3.1
3332,9236101,X1158SL01,1,238,1,4.2
3333,9236303,X-6021,1,300,2,2.5
3334,9238028,XDD-7078,1,305,0,4.6
3335,9236157,X-2278,0,239,1,4.6
3336,9236951,XDD-7067,0,239,1,1.5
3337,9236019,X-3003,1,239,2,4.7
3338,9238280,XBB-6016,1,535,0,4.7
3339,9237693,HM-GS9005,0,238,0,4.7
3340,9237696,XDD-7007,1,0,0,3.4
3341,9237037,X-3007,0,330,0,2.6
3342,9237494,HM-GG9004,1,670,36,3.6
3343,9238412,C033,0,238,0,4.1
3344,9238794,X1114SM01,0,228,1,3.7
3345,9238045,XDD-1005,1,239,0,2.5
3346,9238544,C017,0,305,1,2.3
3347,9236978,XDD-7070,0,346,1,1.6
3348,9236677,X-3003,1,305,1,4.7
3349,9239959,C016,0,238,1,4.3
3350,9238430,X-2276,0,239,1,2.5
3351,9237279,XBB-6016,1,238,2,4.7
3352,9239312,XB-2231,0,346,1,4
3353,9239873,XDD-7032,1,315,1,2.5
3354,9238300,X3527WWB,0,200,1,3.4
3355,9239493,X-6013,0,305,0,2.6
3356,9239480,C013,0,329,1,2.5
3357,9236210,X6007,0,346,0,1.9
3358,9238582,X-1200,0,305,1,3.1
3359,9239687,HM-GG9010,0,315,1,1.7
3360,9238442,XDD-7056,1,285,1,3.3
3361,9238986,XDD-1012,1,0,0,2.4
3362,9237062,X165-2116-158SL01,0,239,1,1.7
3363,9237262,X2251,1,353,1,1.6
3364,9237363,X-1116SL01,0,325,0,2.7
3365,9239125,X-6052,0,495,0,2.5
3366,9238684,nan,0,239,1,4.7
3367,9239428,X1198,1,239,1,3.6
3368,9239789,XDD-7002,1,0,0,4.2
3369,9239845,C020,1,239,2,4.3
3370,9238962,X-6004,0,239,1,4.6
3371,9239976,X3529WWB,0,315,2,4.5
3372,9236501,X-6052,0,495,0,2.5
3373,9238681,X-6015,0,310,1,1.8
3374,9237435,C037,1,239,1,2.6
3375,9238474,X-2292,0,348,1,4.3
3376,9237840,XXM2,0,269,0,2.4
3377,9239211,X3533WW,0,249,0,2.7
3378,9236914,XDD-7069,0,325,2,2.2
3379,9239151,C035,0,239,1,1.9
3380,9239881,XDD-7015,0,266,1,3.6
3381,9239722,X-6012,1,328,1,2.3
3382,9237612,X-6013,1,335,1,2.6
3383,9238206,X-B6007,1,305,0,3.1
3384,9237850,X1191,0,269,0,2.9
3385,9238481,X-6013,1,0,0,2.6
3386,9237183,X-6026,0,310,1,1.6
3387,9239687,X-6004,0,319,0,4.6
3388,9238966,HM-GG9010,1,348,0,1.7
3389,9236237,XDD-7062,0,239,0,4.5
3390,9239372,X-2278,0,346,1,4.6
3391,9236103,C035,0,329,1,1.9
3392,9236091,X-2290,0,239,1,3.3
3393,9236374,XDD-7048,1,239,1,2.9
3394,9238668,X0502SG,0,328,1,3.9
3395,9236809,C016,0,315,1,4.3
3396,9237895,X-3007,1,319,0,2.6
3397,9239340,XDD-7015,1,325,0,3.6
3398,9238545,XDD-7050,0,239,0,3.2
3399,9237238,X-2290,1,229,0,3.3
3400,9239152,X-6019,1,269,2,1.7
3401,9239028,X1184MS-Black,0,239,0,2.9
3402,9237964,C020,1,239,0,4.3
3403,9238642,X-6007,0,239,0,4.8
3404,9236109,X1182MS-Black,0,539,0,3.6
